ID,Title,IMDb,Age Category,d1,d2,d3,d4
4739,Ong Bak 3,5,18+,0,0,0,1
4740,The Adventures of Mark Twain,7.4,all,0,0,0,0
4741,Army of One,5.1,18+,0,0,0,1
4742,Dance of the Dead,5.8,18+,0,0,0,1
4743,The Intervention,6.1,18+,0,0,0,1
4744,Blue Mountain State: The Rise of Thadland,5.7,18+,0,0,0,1
4745,Hostile,5.4,18+,0,0,0,1
4746,Chhalaang,6.8,16+,0,0,1,0
4747,Force of Nature,4.5,18+,0,0,0,1
4748,Fort Bliss,6.4,18+,0,0,0,1
4749,Cyberbully,5.5,16+,0,0,1,0
4750,The Burrowers,5.7,18+,0,0,0,1
4751,Survival of the Dead,4.9,18+,0,0,0,1
4752,Golmaal - Fun Unlimited,7.4,7+,1,0,0,0
4753,Precious Cargo,4.6,18+,0,0,0,1
4754,FairyTale: A True Story,6.5,7+,1,0,0,0
4755,Apartment 143,5.1,18+,0,0,0,1
4756,The Big Brawl,5.8,18+,0,0,0,1
4757,The Adventures of Elmo in Grouchland,5.8,all,0,0,0,0
4758,"Tad, the Lost Explorer, and the Secret of King Midas",6.2,7+,1,0,0,0
4759,Jack and Jill,3.3,7+,1,0,0,0
4760,A LEGO Brickumentary,6.8,all,0,0,0,0
4761,Greenfingers,6.8,18+,0,0,0,1
4762,Black's Game,6.7,18+,0,0,0,1
4763,Sidekicks,5.1,7+,1,0,0,0
4764,Hotel Coolgardie,6.9,18+,0,0,0,1
4765,Mary J. Blige's My Life,6.5,18+,0,0,0,1
4766,Sometimes Always Never,6.3,13+,0,1,0,0
4767,Pawn Shop Chronicles,5.9,18+,0,0,0,1
4768,Superfast!,4.1,13+,0,1,0,0
4769,Robinson Crusoe,6.7,7+,1,0,0,0
4770,"Scotland, PA",6.7,18+,0,0,0,1
4771,Father of Invention,5.8,13+,0,1,0,0
4772,The German Doctor,6.8,13+,0,1,0,0
4773,TEKKEN,4.8,18+,0,0,0,1
4774,Fat Albert,4.3,7+,1,0,0,0
4775,In Dreams,5.5,18+,0,0,0,1
4776,Imaikkaa Nodigal,7.4,all,0,0,0,0
4777,The Owl and the Pussycat,6.5,7+,1,0,0,0
4778,The Grand,6,18+,0,0,0,1
4779,Stratton,4.8,18+,0,0,0,1
4780,Chick Fight,4.6,18+,0,0,0,1
4781,Jackie & Ryan,5.9,13+,0,1,0,0
4782,Face 2 Face,6.8,18+,0,0,0,1
4783,Mankatha,7.6,7+,1,0,0,0
4784,The Lie,5.8,18+,0,0,0,1
4785,Eye of the Beholder,5,18+,0,0,0,1
4786,Whitey: United States of America v. James J. Bulger,6.8,18+,0,0,0,1
4787,Fubar,6.9,18+,0,0,0,1
4788,Space Truckers,5.3,13+,0,1,0,0
4789,Communion,5.6,18+,0,0,0,1
4790,High School,5.8,18+,0,0,0,1
4791,Porky's II: The Next Day,5,18+,0,0,0,1
4792,A Bride for Christmas,6.6,all,0,0,0,0
4793,Amish Grace,7.1,7+,1,0,0,0
4794,Gascoigne,7.1,13+,0,1,0,0
4795,Barry Munday,5.8,18+,0,0,0,1
4796,Sarileru Neekevvaru,6,13+,0,1,0,0
4797,Linsanity,7.3,7+,1,0,0,0
4798,Complete Unknown,5.4,18+,0,0,0,1
4799,Lovecraft: Fear of the Unknown,7.2,7+,1,0,0,0
4800,Wish You Were Here,5.9,18+,0,0,0,1
4801,All Is Bright,5.6,18+,0,0,0,1
4802,Girl in Progress,5.6,13+,0,1,0,0
4803,Cass,6.5,18+,0,0,0,1
4804,Jappeloup,6.7,all,0,0,0,0
4805,Ishaqzaade,6.5,7+,1,0,0,0
4806,Jacknife,6.3,18+,0,0,0,1
4807,The Eclipse,6.1,18+,0,0,0,1
4808,Ninja III: The Domination,5.4,18+,0,0,0,1
4809,Kevin Smith: Silent but Deadly,7,18+,0,0,0,1
4810,Griff the Invisible,6.1,13+,0,1,0,0
4811,When Did You Last See Your Father?,6.8,13+,0,1,0,0
4812,You May Not Kiss the Bride,5.4,13+,0,1,0,0
4813,Sundown: The Vampire in Retreat,6.1,18+,0,0,0,1
4814,Serious Moonlight,5.4,18+,0,0,0,1
4815,Spring Break,4.9,18+,0,0,0,1
4816,The Wild Blue Yonder,6.2,18+,0,0,0,1
4817,The Dead Lands,6.3,18+,0,0,0,1
4818,My Blind Brother,6,18+,0,0,0,1
4819,Death Machine,5.7,18+,0,0,0,1
4820,Abigail,4.9,7+,1,0,0,0
4821,12 Rounds 3: Lockdown,5.2,18+,0,0,0,1
4822,Trouble in Mind,6.5,18+,0,0,0,1
4823,Capone,4.7,18+,0,0,0,1
4824,15 Minutes of War,6.3,16+,0,0,1,0
4825,Boarding School,5.8,18+,0,0,0,1
4826,True Colors,6.3,18+,0,0,0,1
4827,How to Fall in Love,6.4,all,0,0,0,0
4828,Big Top Pee-wee,5.1,7+,1,0,0,0
4829,Mountain Patrol,7.6,13+,0,1,0,0
4830,Gamera 3: Revenge of Iris,7.3,7+,1,0,0,0
4831,Faster,7.8,13+,0,1,0,0
4832,The Night Watch,6.5,16+,0,0,1,0
4833,Decoding Annie Parker,6.2,18+,0,0,0,1
4834,If I Had Wings,7.1,7+,1,0,0,0
4835,Think Like a Dog,5.2,7+,1,0,0,0
4836,A Month in the Country,6.9,7+,1,0,0,0
4837,The Glorias,5.6,18+,0,0,0,1
4838,At the Gate of the Ghost,6.3,18+,0,0,0,1
4839,Twenty Bucks,6.3,18+,0,0,0,1
4840,Fay Grim,6.2,18+,0,0,0,1
4841,Domino,4.4,18+,0,0,0,1
4842,Take Care,6.1,16+,0,0,1,0
4843,Watermelon Man,6.6,18+,0,0,0,1
4844,Knock Off,4.9,18+,0,0,0,1
4845,Meeting Evil,5.3,18+,0,0,0,1
4846,Naughty or Nice,6.6,all,0,0,0,0
4847,Death Ship,4.9,18+,0,0,0,1
4848,Catchfire,5.3,18+,0,0,0,1
4849,Human Flow,7.1,13+,0,1,0,0
4850,Gracie,6.2,13+,0,1,0,0
4851,Leprechaun 2,4.6,18+,0,0,0,1
4852,Chinese Box,6.3,18+,0,0,0,1
4853,Angel of Christmas,6.2,all,0,0,0,0
4854,Skin Deep,6.1,18+,0,0,0,1
4855,Ava's Possessions,5.7,18+,0,0,0,1
4856,Fasten Your Seatbelts,6.5,all,0,0,0,0
4857,Donkey Punch,5.1,18+,0,0,0,1
4858,Stepfather II,5.7,18+,0,0,0,1
4859,The StÃ¶ned Age,6.2,18+,0,0,0,1
4860,Raging Phoenix,6.1,18+,0,0,0,1
4861,The Extra Man,5.8,18+,0,0,0,1
4862,Permission,5.3,18+,0,0,0,1
4863,Son of the South,5.7,13+,0,1,0,0
4864,In Enemy Hands,6,18+,0,0,0,1
4865,Survive the Night,4.1,18+,0,0,0,1
4866,Walled In,4.8,18+,0,0,0,1
4867,Keith Haring: Street Art Boy,7.4,18+,0,0,0,1
4868,The Turning,5.9,18+,0,0,0,1
4869,Liberty Stands Still,5.7,18+,0,0,0,1
4870,Mine Games,5.4,16+,0,0,1,0
4871,Next Time I'll Aim for the Heart,6.4,18+,0,0,0,1
4872,Selah and the Spades,4.9,18+,0,0,0,1
4873,The Aggression Scale,5.9,18+,0,0,0,1
4874,Terror's Advocate,7.2,18+,0,0,0,1
4875,Double Whammy,5.7,18+,0,0,0,1
4876,Urge,4.5,18+,0,0,0,1
4877,The Hunting Party,6.2,18+,0,0,0,1
4878,Diamond Men,7,18+,0,0,0,1
4879,Vehicle 19,4.9,18+,0,0,0,1
4880,Gamera the Brave,6.7,7+,1,0,0,0
4881,Critical Condition,5.4,18+,0,0,0,1
4882,Officer Down,5.5,18+,0,0,0,1
4883,"Paradise, Hawaiian Style",5.6,all,0,0,0,0
4884,"Give 'em Hell, Malone",5.9,18+,0,0,0,1
4885,Moonlight and Valentino,5.7,18+,0,0,0,1
4886,Meet Monica Velour,5.8,18+,0,0,0,1
4887,Thank God It's Friday,5.4,7+,1,0,0,0
4888,Jack Goes Home,5,18+,0,0,0,1
4889,Lone Star State of Mind,6.1,13+,0,1,0,0
4890,Mulberry Street,5.6,18+,0,0,0,1
4891,Eternal Beauty,6.3,18+,0,0,0,1
4892,Dear God,5.4,7+,1,0,0,0
4893,The Boy from MedellÃ­n,5.9,18+,0,0,0,1
4894,Tanner Hall,5.8,18+,0,0,0,1
4895,Broken Vows,4.3,18+,0,0,0,1
4896,The Island on Bird Street,7.2,13+,0,1,0,0
4897,Primal Rage,4.9,18+,0,0,0,1
4898,A Mother's Nightmare,5.9,16+,0,0,1,0
4899,Dark Ride,4.6,18+,0,0,0,1
4900,The Gracefield Incident,4.2,13+,0,1,0,0
4901,Train,4.7,18+,0,0,0,1
4902,Tiptoes,4.3,18+,0,0,0,1
4903,Arsenal,4,18+,0,0,0,1
4904,Posse,6.5,7+,1,0,0,0
4905,Beyond the Edge,4.5,13+,0,1,0,0
4906,In Search of Fellini,6.2,18+,0,0,0,1
4907,Wagons East!,4.8,13+,0,1,0,0
4908,Angels Crest,5.8,18+,0,0,0,1
4909,More Beautiful for Having Been Broken,5.9,7+,1,0,0,0
4910,Britannia Hospital,6.2,18+,0,0,0,1
4911,Storage 24,4.5,18+,0,0,0,1
4912,Broil,4.8,16+,0,0,1,0
4913,"Cougars, Inc.",5,18+,0,0,0,1
4914,Moondance Alexander,6.3,all,0,0,0,0
4915,Indigenous,4.7,18+,0,0,0,1
4916,Desert Dancer,6.2,13+,0,1,0,0
4917,The Hard Corps,5.2,18+,0,0,0,1
4918,Branded,4.6,18+,0,0,0,1
4919,The Last Sharknado: It's About Time,3.5,16+,0,0,1,0
4920,The Zookeeper,6.8,all,0,0,0,0
4921,Blood Into Wine,7.2,13+,0,1,0,0
4922,Be Afraid,4.7,16+,0,0,1,0
4923,Badmaash Company,6,all,0,0,0,0
4924,"Dancer, Texas Pop. 81",6.7,7+,1,0,0,0
4925,Trois 2: Pandora's Box,4.9,18+,0,0,0,1
4926,The True Adventures of Wolfboy,5.7,13+,0,1,0,0
4927,Saints and Soldiers: The Void,5.3,13+,0,1,0,0
4928,TransMilitary,5.9,16+,0,0,1,0
4929,Max Cloud,4.8,13+,0,1,0,0
4930,Pyaar Impossible!,4.6,7+,1,0,0,0
4931,Bad Ben,5.4,18+,0,0,0,1
4932,Four Kids and It,5.1,7+,1,0,0,0
4933,True Crime,5.3,18+,0,0,0,1
4934,Masterminds,5.2,13+,0,1,0,0
4935,Lethal Seduction,5.1,16+,0,0,1,0
4936,40 Carats,6.4,7+,1,0,0,0
4937,Stay Cool,5,13+,0,1,0,0
4938,The Snow Queen 2: Refreeze,6,7+,1,0,0,0
4939,Andover,5.5,16+,0,0,1,0
4940,Mujhse Fraaandship Karoge,6.9,7+,1,0,0,0
4941,Crossworlds,5.3,13+,0,1,0,0
4942,Atlas Shrugged: Part III,4.3,13+,0,1,0,0
4943,The Myth of Fingerprints,6,18+,0,0,0,1
4944,Mully,8.2,7+,1,0,0,0
4945,Mikey,5.6,18+,0,0,0,1
4946,Meet Wally Sparks,5.3,18+,0,0,0,1
4947,John Leguizamo: Ghetto Klown,7.4,18+,0,0,0,1
4948,Beyond the Mask,5.1,7+,1,0,0,0
4949,The Cry of the Owl,5.9,18+,0,0,0,1
4950,Waiting for Lightning,7.4,13+,0,1,0,0
4951,Dirty Pictures,7.1,13+,0,1,0,0
4952,I Hate Kids,5.2,13+,0,1,0,0
4953,Extreme Movie,3.7,18+,0,0,0,1
4954,When We Last Spoke,7.2,7+,1,0,0,0
4955,Satanic,3.7,18+,0,0,0,1
4956,The Visitors,6.4,18+,0,0,0,1
4957,The Identical,5.2,7+,1,0,0,0
4958,Cannibal Women in the Avocado Jungle of Death,4.8,13+,0,1,0,0
4959,Fiddler: A Miracle of Miracles,7.4,13+,0,1,0,0
4960,Picture Day,6.3,18+,0,0,0,1
4961,Bad Asses on the Bayou,5.3,18+,0,0,0,1
4962,Dark Tide,4.3,13+,0,1,0,0
4963,A Good Man,4.6,18+,0,0,0,1
4964,Gladiators of Rome,5.2,7+,1,0,0,0
4965,Third Man Out,6.6,18+,0,0,0,1
4966,100 Women,5,18+,0,0,0,1
4967,Eddie Griffin: You Can Tell 'Em I Said It,7.6,18+,0,0,0,1
4968,Little Red Wagon,6.4,7+,1,0,0,0
4969,A Beginner's Guide to Endings,6.4,18+,0,0,0,1
4970,Elsewhere,6,18+,0,0,0,1
4971,Rock the Casbah,6.4,all,0,0,0,0
4972,Christmas in Mississippi,6.5,7+,1,0,0,0
4973,Night of the Running Man,5.9,18+,0,0,0,1
4974,Double Daddy,6,16+,0,0,1,0
4975,Borsalino and Co.,6.3,13+,0,1,0,0
4976,The Christmas Candle,6.2,7+,1,0,0,0
4977,Married by Christmas,5.6,7+,1,0,0,0
4978,Elon Musk: The Real Life Iron Man,6.5,7+,1,0,0,0
4979,Songwriter,6.3,18+,0,0,0,1
4980,Love's Kitchen,5.3,13+,0,1,0,0
4981,You and I,4.5,18+,0,0,0,1
4982,The Girl from Monaco,5.8,18+,0,0,0,1
4983,A Cowgirl's Story,5.7,7+,1,0,0,0
4984,Bullet Boy,6.5,18+,0,0,0,1
4985,A Nutcracker Christmas,6.6,all,0,0,0,0
4986,Christmas on the Bayou,6.2,7+,1,0,0,0
4987,Till Human Voices Wake Us,6.3,18+,0,0,0,1
4988,See You Soon,5.4,18+,0,0,0,1
4989,Spinster,5.7,7+,1,0,0,0
4990,Trading Paint,4.4,18+,0,0,0,1
4991,Pablo Francisco: Ouch!,7.6,7+,1,0,0,0
4992,Grimm Love,5.2,18+,0,0,0,1
4993,Big Sur,5.8,18+,0,0,0,1
4994,Yellow,5.2,18+,0,0,0,1
4995,The Legion,3.1,18+,0,0,0,1
4996,Heatstroke,4.8,18+,0,0,0,1
4997,Field of Lost Shoes,5.8,13+,0,1,0,0
4998,The Last Days of Lehman Brothers,6.3,16+,0,0,1,0
4999,Stalked by My Doctor,5.5,13+,0,1,0,0
5000,The Hero of Color City,4.1,all,0,0,0,0
5001,Britt-Marie Was Here,5.3,7+,1,0,0,0
5002,Thomas & Friends: Tale of the Brave: The Movie,6.7,all,0,0,0,0
5003,A Christmas Switch,6.1,all,0,0,0,0
5004,Not Forgotten,4.8,18+,0,0,0,1
5005,Full Moon High,4.7,7+,1,0,0,0
5006,The Hollow Child,4.8,18+,0,0,0,1
5007,Christmas Belle,5.3,7+,1,0,0,0
5008,Hard Luck,5.2,18+,0,0,0,1
5009,Max Reload and the Nether Blasters,4.9,13+,0,1,0,0
5010,Iceberg Slim: Portrait of a Pimp,6.8,18+,0,0,0,1
5011,Maximum Ride,3.6,13+,0,1,0,0
5012,Wilder Napalm,5.6,13+,0,1,0,0
5013,The Amazing Mr Blunden,6.9,all,0,0,0,0
5014,Shadow Puppets,4.8,13+,0,1,0,0
5015,The Art of War II: Betrayal,4.3,18+,0,0,0,1
5016,The Winter Lake,4.6,18+,0,0,0,1
5017,Crazy for Christmas,6.3,7+,1,0,0,0
5018,A Million Happy Nows,6.3,16+,0,0,1,0
5019,Teen Lust,4.7,18+,0,0,0,1
5020,Frankenstein,4.5,18+,0,0,0,1
5021,Tom Papa: Freaked Out,7.4,16+,0,0,1,0
5022,Talent for the Game,6,7+,1,0,0,0
5023,Piggy,5.6,18+,0,0,0,1
5024,Highlander: The Source,3.1,18+,0,0,0,1
5025,Love & Hostages,6,18+,0,0,0,1
5026,Christmas Do-Over,5.6,7+,1,0,0,0
5027,Romans,5.4,18+,0,0,0,1
5028,Cowgirls n' Angels,6.2,7+,1,0,0,0
5029,Abducted: Fugitive for Love,5.9,16+,0,0,1,0
5030,Tom Papa: Human Mule,7.2,16+,0,0,1,0
5031,What Haunts Us,7.1,18+,0,0,0,1
5032,A Breed Apart,5.5,18+,0,0,0,1
5033,The Mystery of a Hansom Cab,6.3,16+,0,0,1,0
5034,Porky's 3: Revenge,4.8,18+,0,0,0,1
5035,Red Headed Stranger,6.4,18+,0,0,0,1
5036,Shark Bait,4.2,all,0,0,0,0
5037,F2: Fun and Frustration,6.2,7+,1,0,0,0
5038,Gallowwalkers,3.6,18+,0,0,0,1
5039,Blue Juice,5.2,18+,0,0,0,1
5040,Inmate Zero,4.2,16+,0,0,1,0
5041,Kill Dil,4.3,13+,0,1,0,0
5042,Chutney Popcorn,5.8,13+,0,1,0,0
5043,The Condemned 2,4.2,18+,0,0,0,1
5044,Cowboy Up,5.6,13+,0,1,0,0
5045,All Roads Lead Home,5.9,7+,1,0,0,0
5046,Kidnapped: The Hannah Anderson Story,5.3,16+,0,0,1,0
5047,Venus and Serena,6.4,13+,0,1,0,0
5048,Hate Crime,6.3,18+,0,0,0,1
5049,Six Weeks,5.7,7+,1,0,0,0
5050,Never Too Late,5.9,16+,0,0,1,0
5051,The Grief Tourist,5,18+,0,0,0,1
5052,Alley Cat,5.4,18+,0,0,0,1
5053,Exit Speed,5.2,18+,0,0,0,1
5054,Tapped Out,5.3,18+,0,0,0,1
5055,Halloween Party,4.8,16+,0,0,1,0
5056,The In Crowd,4.7,13+,0,1,0,0
5057,The Color of Time,4.2,18+,0,0,0,1
5058,Disco Godfather,5.4,18+,0,0,0,1
5059,We'll Never Have Paris,4.6,18+,0,0,0,1
5060,Brad Williams: Daddy Issues,7.8,18+,0,0,0,1
5061,She's In Portland,5.7,18+,0,0,0,1
5062,Kickboxer 3: The Art of War,4.2,18+,0,0,0,1
5063,You Are My Sunshine,7,all,0,0,0,0
5064,Stalked by My Neighbor,5.2,16+,0,0,1,0
5065,Once is Enough,7,7+,1,0,0,0
5066,Crime Insiders,5.6,18+,0,0,0,1
5067,Thomas & Friends: King of the Railway,6.5,all,0,0,0,0
5068,Cell 213,5,18+,0,0,0,1
5069,Xchange,5.6,18+,0,0,0,1
5070,Paris by Night,6.6,7+,1,0,0,0
5071,Dakota's Summer,5.7,7+,1,0,0,0
5072,Brother Nature,4.8,18+,0,0,0,1
5073,Matt Braunger: Big Dumb Animal,7.4,18+,0,0,0,1
5074,Ice Blues,6.4,18+,0,0,0,1
5075,Wheeler,5.9,7+,1,0,0,0
5076,Close Range,5.1,18+,0,0,0,1
5077,Gabriela,6.3,18+,0,0,0,1
5078,Silver Wolf,6.1,all,0,0,0,0
5079,A Husband for Christmas,5,7+,1,0,0,0
5080,Camino,4.9,18+,0,0,0,1
5081,The Hike,3.7,18+,0,0,0,1
5082,Toxic Shark,3.3,16+,0,0,1,0
5083,Most Likely to Succeed,7,16+,0,0,1,0
5084,Adventures of Power,5.9,13+,0,1,0,0
5085,The Puppetoon Movie,7.1,all,0,0,0,0
5086,Bloody Knuckles,5.9,18+,0,0,0,1
5087,Bazodee,6.8,13+,0,1,0,0
5088,There Is Many Like Us,8.1,13+,0,1,0,0
5089,The Smell of Success,5.2,13+,0,1,0,0
5090,Never Let Go,5.3,18+,0,0,0,1
5091,Ned Kelly,5,7+,1,0,0,0
5092,The Silver Brumby,5.8,all,0,0,0,0
5093,Mere Dad Ki Maruti,6.4,all,0,0,0,0
5094,Revenge for Jolly!,4.6,18+,0,0,0,1
5095,Udhayam NH4,5.7,7+,1,0,0,0
5096,Confession,5.7,18+,0,0,0,1
5097,Long Lost Son,5.4,7+,1,0,0,0
5098,All Stars,5.1,7+,1,0,0,0
5099,A World Away,5.3,13+,0,1,0,0
5100,Caught Up,5.5,18+,0,0,0,1
5101,Until September,5.7,18+,0,0,0,1
5102,Road Dogz,5.6,18+,0,0,0,1
5103,The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2.6,18+,0,0,0,1
5104,Ghost Team One,4.3,18+,0,0,0,1
5105,Slipstream,4.5,18+,0,0,0,1
5106,The Perfect Daughter,5.9,16+,0,0,1,0
5107,The Trumpet Of The Swan,5.1,all,0,0,0,0
5108,Joni,6.8,all,0,0,0,0
5109,The Fight Within,5.6,13+,0,1,0,0
5110,Resistance,5.4,18+,0,0,0,1
5111,The Interpreters,7.2,13+,0,1,0,0
5112,Born to the West,5.7,all,0,0,0,0
5113,A Christmas Recipe for Romance,5.8,all,0,0,0,0
5114,Stan Lee Presents: Mosaic,6,7+,1,0,0,0
5115,Omega Doom,4.1,13+,0,1,0,0
5116,Intern,4.6,18+,0,0,0,1
5117,Without a Paddle: Nature's Calling,4,13+,0,1,0,0
5118,No Greater Love,7.4,16+,0,0,1,0
5119,Rapid Response,8.2,13+,0,1,0,0
5120,The Work and the Glory,6.7,7+,1,0,0,0
5121,Teenage Bank Heist,5.2,16+,0,0,1,0
5122,Bewakoofiyaan,5.5,7+,1,0,0,0
5123,Miracle in the Woods,6.6,7+,1,0,0,0
5124,The Wrong Car,5.5,13+,0,1,0,0
5125,#Lucky Number,5,16+,0,0,1,0
5126,Doe,5.6,18+,0,0,0,1
5127,The Dragon Pearl,4.7,7+,1,0,0,0
5128,The Uncomfortable Truth,7,13+,0,1,0,0
5129,Acquainted,5.8,13+,0,1,0,0
5130,The Heiress,4.7,18+,0,0,0,1
5131,Attack Force,2.8,18+,0,0,0,1
5132,Gen-Y Cops,4.7,18+,0,0,0,1
5133,Little Murder,4.9,18+,0,0,0,1
5134,Shackles,6.1,18+,0,0,0,1
5135,"Blood, Sand & Gold",3.8,16+,0,0,1,0
5136,Anthem of a Teenage Prophet,5.4,18+,0,0,0,1
5137,10 Cent Pistol,4.8,18+,0,0,0,1
5138,Muay Thai Giant,5.6,18+,0,0,0,1
5139,Taking 5,5.7,7+,1,0,0,0
5140,Supercon,3.7,18+,0,0,0,1
5141,Salmonberries,6.1,18+,0,0,0,1
5142,Who's Your Caddy?,2.2,13+,0,1,0,0
5143,The Over-the-Hill Gang Rides Again,5.6,13+,0,1,0,0
5144,Night Skies,4.6,18+,0,0,0,1
5145,A Christmas Princess,5.7,7+,1,0,0,0
5146,Hank and Mike,5.9,18+,0,0,0,1
5147,Doors Open,5.8,16+,0,0,1,0
5148,An English Haunting,4.1,13+,0,1,0,0
5149,Out of Liberty,4.7,7+,1,0,0,0
5150,Gone Missing,5.4,7+,1,0,0,0
5151,The Chef's Wife,5.7,7+,1,0,0,0
5152,White Fire,4.7,18+,0,0,0,1
5153,Chocolate City,3.9,18+,0,0,0,1
5154,The Adventures of RoboRex,5.1,7+,1,0,0,0
5155,Debug,4.3,13+,0,1,0,0
5156,What if it Works?,5.4,18+,0,0,0,1
5157,Marriage of Lies,5,7+,1,0,0,0
5158,Casual Encounters,4.4,18+,0,0,0,1
5159,Jhoom Barabar Jhoom,3.7,13+,0,1,0,0
5160,Elimination Game,3.6,18+,0,0,0,1
5161,Drunk Wedding,4.5,18+,0,0,0,1
5162,Garnetâ€™s Gold,7,13+,0,1,0,0
5163,I Am Watching You,4.5,16+,0,0,1,0
5164,Dino Dana: The Movie,6.3,7+,1,0,0,0
5165,Monsieur Papa,5.5,7+,1,0,0,0
5166,Cabin 28,3.2,18+,0,0,0,1
5167,The Delegation,6.7,13+,0,1,0,0
5168,Nervous Ticks,5.9,18+,0,0,0,1
5169,Doubting Thomas,4.7,18+,0,0,0,1
5170,Kaafi Filmy,7.4,18+,0,0,0,1
5171,The Forbidden Dance,3.9,13+,0,1,0,0
5172,My 5 Wives,4.7,18+,0,0,0,1
5173,The Devil to Pay!,6.6,all,0,0,0,0
5174,Shoelaces for Christmas,6.4,7+,1,0,0,0
5175,The Hottie & The Nottie,1.9,13+,0,1,0,0
5176,Secrets of Deception,4.3,18+,0,0,0,1
5177,"Henry Rollins: Keep Talking, Pal.",6.4,18+,0,0,0,1
5178,Loving Miss Hatto,6.6,16+,0,0,1,0
5179,The Demolitionist,4.3,18+,0,0,0,1
5180,7 Assassins,5.1,18+,0,0,0,1
5181,Lower Learning,4,18+,0,0,0,1
5182,Titeuf,5.8,all,0,0,0,0
5183,Kingdom of Conquerors,5.7,13+,0,1,0,0
5184,Woman of Desire,4,18+,0,0,0,1
5185,Rock N' Roll Christmas,5.5,7+,1,0,0,0
5186,One Great Love,6.8,13+,0,1,0,0
5187,Howie Mandel Presents Howie Mandel at the Howie Mandel Comedy Club,6.8,18+,0,0,0,1
5188,Farmland,6.2,all,0,0,0,0
5189,"Remembering Leonard: His Life, Legacy and Battle with COPD",8.3,all,0,0,0,0
5190,The Genesis Code,5.3,7+,1,0,0,0
5191,A Different Loyalty,5,18+,0,0,0,1
5192,Boonie Bears: Blast into the Past,5.5,7+,1,0,0,0
5193,Tick Tock,5.8,18+,0,0,0,1
5194,Rain Fall,4.7,18+,0,0,0,1
5195,Spooky House,5.3,7+,1,0,0,0
5196,Hollywood North,5.5,18+,0,0,0,1
5197,The Basket,6.5,7+,1,0,0,0
5198,Fatal Flip,4.8,16+,0,0,1,0
5199,Beast Mode,3.7,18+,0,0,0,1
5200,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.5,18+,0,0,0,1
5201,The Legend of Halloween Jack,3.4,18+,0,0,0,1
5202,Hirokin: The Last Samurai,3.3,18+,0,0,0,1
5203,Remember Pearl Harbor,8.4,7+,1,0,0,0
5204,Good Intentions,5.2,13+,0,1,0,0
5205,I Saw Mommy Kissing Santa Claus,4.9,7+,1,0,0,0
5206,Sabretooth,3.6,18+,0,0,0,1
5207,Miracle Dogs,5.6,all,0,0,0,0
5208,"Mummy, I'm a Zombie",4.7,7+,1,0,0,0
5209,Cold Zone,3.5,13+,0,1,0,0
5210,Trois: The Escort,4.9,18+,0,0,0,1
5211,Marshall's Miracle,5.2,7+,1,0,0,0
5212,Backstabbed,4.8,7+,1,0,0,0
5213,3 Magic Words,6.8,all,0,0,0,0
5214,Living with the Enemy,5.3,18+,0,0,0,1
5215,Money Kings,5.8,18+,0,0,0,1
5216,Dangerous Flowers,4.7,18+,0,0,0,1
5217,False Hopes,4.9,7+,1,0,0,0
5218,Stalked by My Doctor: Patient's Revenge,5.3,16+,0,0,1,0
5219,Henry & Me,6.1,7+,1,0,0,0
5220,Dragon Day,3.9,7+,1,0,0,0
5221,A Mother's Revenge,4.7,16+,0,0,1,0
5222,The Night Is Young,5.5,18+,0,0,0,1
5223,Smiley Face Killers,3.6,18+,0,0,0,1
5224,Get Well Soon,5.2,18+,0,0,0,1
5225,Rolling Stone: Life and Death of Brian Jones,6.4,13+,0,1,0,0
5226,Boyfriend Killer,5.1,16+,0,0,1,0
5227,Don't Call Me Bigfoot,5.4,7+,1,0,0,0
5228,For the Love of Jessee,5.6,16+,0,0,1,0
5229,The Florentine,5.7,18+,0,0,0,1
5230,Dirty Dirty Jokes,6.4,18+,0,0,0,1
5231,Takedown,4.8,18+,0,0,0,1
5232,By Night's End,4.1,18+,0,0,0,1
5233,Roommate Wanted,4.6,18+,0,0,0,1
5234,To Catch a Serial Killer with Trevor McDonald,6.1,16+,0,0,1,0
5235,Ice Spiders,3.1,18+,0,0,0,1
5236,Breaking Wind,2.3,18+,0,0,0,1
5237,Prince of Central Park,5.3,13+,0,1,0,0
5238,Lake Los Angeles,6.7,7+,1,0,0,0
5239,Marvin & Tige,6.9,7+,1,0,0,0
5240,Four Enchanted Sisters,5.3,7+,1,0,0,0
5241,Secrets,6,13+,0,1,0,0
5242,Erik Griffin: AmERIKan Warrior,6.6,18+,0,0,0,1
5243,The Reef 2: High Tide,3.9,all,0,0,0,0
5244,A Stone in the Water,4.9,18+,0,0,0,1
5245,The Perfect Victim,7.6,13+,0,1,0,0
5246,Wild Faith,5,7+,1,0,0,0
5247,"Angry, White and American",5.7,13+,0,1,0,0
5248,The Real Macaw,5.6,all,0,0,0,0
5249,My Man Is a Loser,4.4,18+,0,0,0,1
5250,Alien Intruder,3.5,18+,0,0,0,1
5251,Prison of Secrets,6,13+,0,1,0,0
5252,Copper Bill,3.9,7+,1,0,0,0
5253,The Wrong Babysitter,3.6,16+,0,0,1,0
5254,Coyote County Loser,6.1,7+,1,0,0,0
5255,Sx_Tape,3.3,18+,0,0,0,1
