ID,Title,IMDb,Age Category,d1,d2,d3,d4
2712,The Pebble and the Penguin,5.6,all,0,0,0,0
2713,Pauly Shore Is Dead,4.4,18+,0,0,0,1
2714,"Easy Come, Easy Go",5.3,7+,1,0,0,0
2715,Doc,6.1,18+,0,0,0,1
2716,Arthur Newman,5.7,18+,0,0,0,1
2717,Ten 'til Noon,5.5,18+,0,0,0,1
2718,Chapter 27,5.7,18+,0,0,0,1
2719,Tell Your Children,3.8,7+,1,0,0,0
2720,Harbinger Down,4.5,18+,0,0,0,1
2721,New Rose Hotel,5.1,18+,0,0,0,1
2722,Bless the Child,5.1,18+,0,0,0,1
2723,Are You Here,5.3,18+,0,0,0,1
2724,Man Friday,6.4,7+,1,0,0,0
2725,Days of Darkness,3.9,18+,0,0,0,1
2726,Galore,6.2,7+,1,0,0,0
2727,Honeyglue,6.3,18+,0,0,0,1
2728,Down the Shore,5.9,18+,0,0,0,1
2729,Clifford's Really Big Movie,5.3,all,0,0,0,0
2730,Postman Pat: The Movie,4.6,all,0,0,0,0
2731,Pipe Dream,5.9,18+,0,0,0,1
2732,Sharknado 5: Global Swarming,3.9,16+,0,0,1,0
2733,The Night Visitor,6.6,7+,1,0,0,0
2734,Scorched Earth,4.5,18+,0,0,0,1
2735,Despite the Falling Snow,5.8,13+,0,1,0,0
2736,Three and Out,6.2,18+,0,0,0,1
2737,The Passion of Darkly Noon,5.9,18+,0,0,0,1
2738,Molly Moon and the Incredible Book of Hypnotism,5.3,7+,1,0,0,0
2739,The Sensation of Sight,6.6,18+,0,0,0,1
2740,The Fanatic,4.3,18+,0,0,0,1
2741,Bad Kids Go To Hell,4.5,18+,0,0,0,1
2742,Cottage Country,5.6,16+,0,0,1,0
2743,Starcrash,4,7+,1,0,0,0
2744,Welcome to Happiness,6.1,13+,0,1,0,0
2745,Graduation Day,4.8,18+,0,0,0,1
2746,Eichmann,5.9,18+,0,0,0,1
2747,The Darkness,4.4,13+,0,1,0,0
2748,Home Sweet Hell,5.4,18+,0,0,0,1
2749,Programming The Nation?,6.2,all,0,0,0,0
2750,The Living,6.1,18+,0,0,0,1
2751,Hansel and Gretel Get Baked,4.3,18+,0,0,0,1
2752,Loverboy,5.4,18+,0,0,0,1
2753,Blame,5.6,18+,0,0,0,1
2754,My Boss's Daughter,4.7,13+,0,1,0,0
2755,Swim Little Fish Swim,6.6,all,0,0,0,0
2756,Glen or Glenda,4.2,7+,1,0,0,0
2757,The Boys from County Clare,6.5,18+,0,0,0,1
2758,Three Wishes,6.1,7+,1,0,0,0
2759,Postal,4.5,18+,0,0,0,1
2760,Nomads,5.4,18+,0,0,0,1
2761,Santa & Andres,6.8,18+,0,0,0,1
2762,Chasers,5.1,18+,0,0,0,1
2763,Vidal Sassoon: The Movie,6.5,7+,1,0,0,0
2764,Man About Town,5.5,18+,0,0,0,1
2765,Kingdom of Shadows,6.7,13+,0,1,0,0
2766,Love Ranch,5.6,18+,0,0,0,1
2767,Manufacturing Dissent,5.7,18+,0,0,0,1
2768,Speedway Junky,5.7,18+,0,0,0,1
2769,The Trouble with Bliss,5.3,13+,0,1,0,0
2770,Dead Man Running,6,18+,0,0,0,1
2771,Seven Girlfriends,5.8,13+,0,1,0,0
2772,"Lebanon, Pa.",6.3,13+,0,1,0,0
2773,The Celestine Prophecy,4.9,7+,1,0,0,0
2774,Zig Zag,5.9,18+,0,0,0,1
2775,Fled,5.4,18+,0,0,0,1
2776,Grassroots,5.3,18+,0,0,0,1
2777,Danika,5.6,18+,0,0,0,1
2778,Lucky Numbers,5,18+,0,0,0,1
2779,Slender Man,3.2,13+,0,1,0,0
2780,The Statement,6.2,18+,0,0,0,1
2781,Carpool,5,7+,1,0,0,0
2782,Chain Letter,4.1,18+,0,0,0,1
2783,The Lookalike,5.4,18+,0,0,0,1
2784,Spettacolo,6.6,7+,1,0,0,0
2785,Brilliant Lies,6.1,18+,0,0,0,1
2786,The Final Terror,5.2,18+,0,0,0,1
2787,Hellbenders,4.8,18+,0,0,0,1
2788,Greedy Lying Bastards,5.6,13+,0,1,0,0
2789,An American Carol,4.1,13+,0,1,0,0
2790,Anastasia,5.5,all,0,0,0,0
2791,Year of the Gun,5.6,18+,0,0,0,1
2792,Escape and Evasion,4.8,16+,0,0,1,0
2793,Mi America,6.4,18+,0,0,0,1
2794,Wilderness Survival for Girls,5.4,18+,0,0,0,1
2795,Girl on a Bicycle,6.2,18+,0,0,0,1
2796,The Butterfly Tree,5.3,16+,0,0,1,0
2797,Food of Love,6,18+,0,0,0,1
2798,Happily N'Ever After,4.5,7+,1,0,0,0
2799,Black November,5.3,13+,0,1,0,0
2800,Park,5.7,18+,0,0,0,1
2801,Cannes Man,5.2,18+,0,0,0,1
2802,Gacy,4.7,18+,0,0,0,1
2803,The Wilde Wedding,5.1,18+,0,0,0,1
2804,The Dust Factory,6,7+,1,0,0,0
2805,The Dinosaur Project,4.6,13+,0,1,0,0
2806,Turning Green,5.6,18+,0,0,0,1
2807,Paradise,5,13+,0,1,0,0
2808,I Love You Too,6,18+,0,0,0,1
2809,Shark Attack 3: Megalodon,2.9,18+,0,0,0,1
2810,Sharknado 6,3.5,16+,0,0,1,0
2811,The Benefactor,5.1,18+,0,0,0,1
2812,Eloise,4.6,18+,0,0,0,1
2813,Double Dragon,3.8,13+,0,1,0,0
2814,Between Strangers,6.1,18+,0,0,0,1
2815,Final,5.9,18+,0,0,0,1
2816,Chattahoochee,6.4,18+,0,0,0,1
2817,Kickin' It Old Skool,4.6,13+,0,1,0,0
2818,Fresh,7.4,all,0,0,0,0
2819,Free Ride,5.6,18+,0,0,0,1
2820,The Basement,4.6,18+,0,0,0,1
2821,With Friends Like These...,5.9,18+,0,0,0,1
2822,Siberia,4.3,18+,0,0,0,1
2823,The Scenesters,5.9,18+,0,0,0,1
2824,Bark,5,18+,0,0,0,1
2825,The Romantics,5.1,13+,0,1,0,0
2826,Sparkle,6,7+,1,0,0,0
2827,Jinn,4.2,13+,0,1,0,0
2828,Back in the Day,5,18+,0,0,0,1
2829,Virginia,5.4,18+,0,0,0,1
2830,Outlaws,5.4,18+,0,0,0,1
2831,The Babymakers,4.9,18+,0,0,0,1
2832,The Big Ask,4.8,18+,0,0,0,1
2833,Wild Horses,4.8,18+,0,0,0,1
2834,Show Dogs,3.7,7+,1,0,0,0
2835,Sex and Breakfast,4.8,18+,0,0,0,1
2836,St George's Day,5.2,18+,0,0,0,1
2837,The Escape of Prisoner 614,4.6,13+,0,1,0,0
2838,Kidnapping,7.7,18+,0,0,0,1
2839,Race You to the Bottom,5.1,18+,0,0,0,1
2840,Bad Seed,5.5,18+,0,0,0,1
2841,Under the Bed,4.6,18+,0,0,0,1
2842,Ash Wednesday,5.9,18+,0,0,0,1
2843,Cook-Off!,4.1,18+,0,0,0,1
2844,Formosa Betrayed,6.1,18+,0,0,0,1
2845,Love Hurts,5.6,13+,0,1,0,0
2846,Saturday the 14th,4.7,7+,1,0,0,0
2847,Last Summer in the Hamptons,5.6,18+,0,0,0,1
2848,Benji: Off the Leash!,5,7+,1,0,0,0
2849,The Haunting of Sharon Tate,2.8,18+,0,0,0,1
2850,Tio Papi,6.1,7+,1,0,0,0
2851,Ruby,4.6,18+,0,0,0,1
2852,Surf Nazis Must Die,3.7,18+,0,0,0,1
2853,"Sex, Death and Bowling",5.3,18+,0,0,0,1
2854,In My Sleep,5.5,13+,0,1,0,0
2855,Noelle,5.9,7+,1,0,0,0
2856,Beneath,3.7,18+,0,0,0,1
2857,Accidental Love,4.1,13+,0,1,0,0
2858,The Big Squeeze,5.1,18+,0,0,0,1
2859,Between Love & Goodbye,5.7,18+,0,0,0,1
2860,Just Getting Started,4.4,13+,0,1,0,0
2861,The Curse of Sleeping Beauty,4.2,16+,0,0,1,0
2862,Disappearances,4.9,13+,0,1,0,0
2863,MVP: Most Valuable Primate,4.1,7+,1,0,0,0
2864,The Sound and the Fury,4.8,18+,0,0,0,1
2865,Custer of the West,5.8,all,0,0,0,0
2866,8 Murders a Day,4.9,18+,0,0,0,1
2867,The L.A. Riot Spectacular,4.9,18+,0,0,0,1
2868,The Hooligan Factory,4.8,13+,0,1,0,0
2869,The Jimmy Show,5.2,18+,0,0,0,1
2870,The Congressman,6.3,18+,0,0,0,1
2871,Copperhead,5.5,7+,1,0,0,0
2872,Holy Water,5.9,18+,0,0,0,1
2873,Wetlands,4.3,18+,0,0,0,1
2874,Antisocial,4.5,18+,0,0,0,1
2875,Innocence,4.6,13+,0,1,0,0
2876,Jack and Jill vs. the World,5.5,13+,0,1,0,0
2877,Spark: A Space Tail,4.5,7+,1,0,0,0
2878,Quitters,5.4,18+,0,0,0,1
2879,Tony n' Tina's Wedding,3.9,18+,0,0,0,1
2880,"Silent Night, Deadly Night Part 2",3.7,18+,0,0,0,1
2881,Queen of the Lot,5.3,18+,0,0,0,1
2882,The 'Human' Factor,5.8,18+,0,0,0,1
2883,6 Ways to Die,4,18+,0,0,0,1
2884,Awful Nice,4.9,18+,0,0,0,1
2885,Blood Hunters,4.2,18+,0,0,0,1
2886,India: Kingdom of the Tiger,6.2,all,0,0,0,0
2887,New Year's Evil,4.8,18+,0,0,0,1
2888,Citizen Duane,5.1,13+,0,1,0,0
2889,Shirin in Love,5,16+,0,0,1,0
2890,The Family Tree,5.4,18+,0,0,0,1
2891,Hide Away,5.7,13+,0,1,0,0
2892,Rosebud,5.1,7+,1,0,0,0
2893,Diving,5.7,18+,0,0,0,1
2894,The Great War,3.6,18+,0,0,0,1
2895,Miss Conception,4.6,18+,0,0,0,1
2896,Act of God,5.2,all,0,0,0,0
2897,Bringing Up Bobby,5.1,13+,0,1,0,0
2898,BloodRayne,2.9,18+,0,0,0,1
2899,Guy X,5.1,18+,0,0,0,1
2900,Seeing Other People,5.8,18+,0,0,0,1
2901,The Big Brass Ring,5.3,7+,1,0,0,0
2902,The Tenants,5.2,18+,0,0,0,1
2903,Caroline?,7.3,7+,1,0,0,0
2904,The Boogey Man,4.6,18+,0,0,0,1
2905,Final Exam,4.7,18+,0,0,0,1
2906,Beast of Burden,3.6,18+,0,0,0,1
2907,Nightlight,4.4,18+,0,0,0,1
2908,Destiny Turns on the Radio,4.5,18+,0,0,0,1
2909,Keys to Tulsa,5.1,18+,0,0,0,1
2910,Teen Wolf Too,3.4,7+,1,0,0,0
2911,Violets Are Blue,5.9,13+,0,1,0,0
2912,Murders in the Rue Morgue,5.2,13+,0,1,0,0
2913,The Corpse Grinders,4,18+,0,0,0,1
2914,Amnesiac,4.3,18+,0,0,0,1
2915,The Klansman,5.2,18+,0,0,0,1
2916,Born to Win,5.5,18+,0,0,0,1
2917,Hackney's Finest,4.6,18+,0,0,0,1
2918,I Am Here,5,all,0,0,0,0
2919,After the Fall,5.1,18+,0,0,0,1
2920,Passion Play,4.6,18+,0,0,0,1
2921,All's Faire in Love,5,13+,0,1,0,0
2922,When Harry Tries to Marry,4.6,13+,0,1,0,0
2923,The Incredible Melting Man,4.2,18+,0,0,0,1
2924,The Domino Principle,5.7,18+,0,0,0,1
2925,Lift,6.1,18+,0,0,0,1
2926,Electric Slide,4.7,18+,0,0,0,1
2927,Dangerously Close,5.5,18+,0,0,0,1
2928,"Rio, I Love You",5.2,18+,0,0,0,1
2929,No Manches Frida 2,4,18+,0,0,0,1
2930,Dinotasia,5.6,7+,1,0,0,0
2931,Standing Ovation,3.2,7+,1,0,0,0
2932,Wannabes,5.7,18+,0,0,0,1
2933,Friended to Death,4.9,18+,0,0,0,1
2934,Top Cat Begins,4.2,7+,1,0,0,0
2935,Bailey's Billion$,3.9,all,0,0,0,0
2936,Hard Boiled Sweets,4.7,18+,0,0,0,1
2937,Mega Shark vs. Giant Octopus,2.5,18+,0,0,0,1
2938,Lake City,5.9,18+,0,0,0,1
2939,Super Sucker,4.4,18+,0,0,0,1
2940,La Cucaracha,6,18+,0,0,0,1
2941,Dana Carvey: Squatting Monkeys Tell No Lies,7.2,18+,0,0,0,1
2942,Savva. Heart of the Warrior,4.4,7+,1,0,0,0
2943,Kansas,5.5,18+,0,0,0,1
2944,Julie Walking Home,6.4,18+,0,0,0,1
2945,A Night In the Woods,3.7,18+,0,0,0,1
2946,Rent-a-Cop,4.6,18+,0,0,0,1
2947,Dark House,4.8,18+,0,0,0,1
2948,One Fall,5.2,13+,0,1,0,0
2949,Search and Destroy,5.4,18+,0,0,0,1
2950,The Offering,3.8,18+,0,0,0,1
2951,Maladies,5.2,16+,0,0,1,0
2952,Jake Squared,4.6,18+,0,0,0,1
2953,Kettle of Fish,5.1,18+,0,0,0,1
2954,Irene in Time,4.7,13+,0,1,0,0
2955,Spinning Into Butter,4.3,18+,0,0,0,1
2956,The Ape,4.6,all,0,0,0,0
2957,Spirit Trap,4.4,18+,0,0,0,1
2958,It's So Easy and Other Lies,5.9,18+,0,0,0,1
2959,Tortilla Heaven,5.3,13+,0,1,0,0
2960,That's What She Said,3.9,18+,0,0,0,1
2961,Club Life,4.8,18+,0,0,0,1
2962,Sal,4.8,18+,0,0,0,1
2963,The Silent Storm,5.1,18+,0,0,0,1
2964,Howling III,3.4,13+,0,1,0,0
2965,The Amityville Curse,2.9,18+,0,0,0,1
2966,Bela Lugosi Meets a Brooklyn Gorilla,3.7,all,0,0,0,0
2967,Shopping for Fangs,5.8,18+,0,0,0,1
2968,Dark Obsession,4.8,18+,0,0,0,1
2969,Clowntergeist,2.9,18+,0,0,0,1
2970,Ripple Effect,5,18+,0,0,0,1
2971,The M Word,6.1,18+,0,0,0,1
2972,Ultrasonic,5.5,18+,0,0,0,1
2973,The Incomparable Rose Hartman,6.3,16+,0,0,1,0
2974,13th Child,2.9,18+,0,0,0,1
2975,Age of the Dragons,3.4,13+,0,1,0,0
2976,31 North 62 East,4.1,18+,0,0,0,1
2977,Just 45 Minutes from Broadway,5,18+,0,0,0,1
2978,Mega Piranha,2.4,18+,0,0,0,1
2979,The Winner,4.8,18+,0,0,0,1
2980,Reverb,3.9,13+,0,1,0,0
2981,Raising Flagg,5.4,13+,0,1,0,0
2982,"God, Sex & Apple Pie",4.3,18+,0,0,0,1
2983,Looking for Palladin,5.5,18+,0,0,0,1
2984,Fish Without a Bicycle,3.8,18+,0,0,0,1
2985,Freestyle,2.8,13+,0,1,0,0
2986,Star Wars: A New Hope,8.6,7+,1,0,0,0
2987,Star Wars: The Empire Strikes Back,8.7,7+,1,0,0,0
2988,The Lion King,8.5,all,0,0,0,0
2989,Toy Story,8.3,all,0,0,0,0
2990,Avengers: Endgame,8.4,13+,0,1,0,0
2991,WALLÂ·E,8.4,all,0,0,0,0
2992,Up,8.2,7+,1,0,0,0
2993,Guardians of the Galaxy,8,13+,0,1,0,0
2994,Finding Nemo,8.1,all,0,0,0,0
2995,Coco,8.4,7+,1,0,0,0
2996,Toy Story 3,8.3,all,0,0,0,0
2997,"Monsters, Inc.",8,all,0,0,0,0
2998,Star Wars: Return of the Jedi,8.3,7+,1,0,0,0
2999,Zootopia,8,7+,1,0,0,0
3000,Star Wars: The Force Awakens,7.9,13+,0,1,0,0
3001,Captain America: Civil War,7.8,13+,0,1,0,0
3002,Thor: Ragnarok,7.9,13+,0,1,0,0
3003,The Princess Bride,8.1,7+,1,0,0,0
3004,Ratatouille,8,all,0,0,0,0
3005,Captain America: The Winter Soldier,7.7,13+,0,1,0,0
3006,Aladdin,8,all,0,0,0,0
3007,Toy Story 2,7.9,all,0,0,0,0
3008,The Incredibles,8,7+,1,0,0,0
3009,Pirates of the Caribbean: The Curse of the Black Pearl,8,13+,0,1,0,0
3010,Big Hero 6,7.8,7+,1,0,0,0
3011,Doctor Strange,7.5,13+,0,1,0,0
3012,Guardians of the Galaxy Vol. 2,7.6,13+,0,1,0,0
3013,Rogue One: A Star Wars Story,7.8,13+,0,1,0,0
3014,Toy Story 4,7.8,all,0,0,0,0
3015,Moana,7.6,7+,1,0,0,0
3016,Frozen,7.4,7+,1,0,0,0
3017,The Nightmare Before Christmas,8,7+,1,0,0,0
3018,Black Panther,7.3,13+,0,1,0,0
3019,Tangled,7.7,7+,1,0,0,0
3020,Wreck-It Ralph,7.7,7+,1,0,0,0
3021,Ant-Man,7.3,13+,0,1,0,0
3022,Onward,7.5,7+,1,0,0,0
3023,Avengers: Age of Ultron,7.3,13+,0,1,0,0
3024,Mary Poppins,7.8,all,0,0,0,0
3025,Finding Dory,7.3,7+,1,0,0,0
3026,Who Framed Roger Rabbit,7.7,7+,1,0,0,0
3027,Mulan,7.6,all,0,0,0,0
3028,Iron Man 3,7.2,13+,0,1,0,0
3029,The Sound of Music,8,all,0,0,0,0
3030,Ice Age,7.5,7+,1,0,0,0
3031,Cars,7.1,all,0,0,0,0
3032,Snow White and the Seven Dwarfs,7.6,all,0,0,0,0
3033,Monsters University,7.3,all,0,0,0,0
3034,Frozen II,6.9,7+,1,0,0,0
3035,Togo,8.1,7+,1,0,0,0
3036,A Bug's Life,7.2,all,0,0,0,0
3037,The Jungle Book,7.6,all,0,0,0,0
3038,Remember the Titans,7.8,7+,1,0,0,0
3039,Brave,7.1,7+,1,0,0,0
3040,The Simpsons Movie,7.3,13+,0,1,0,0
3041,Fantasia,7.8,all,0,0,0,0
3042,The Emperor's New Groove,7.3,all,0,0,0,0
3043,The Straight Story,8,all,0,0,0,0
3044,One Hundred and One Dalmatians,7.2,all,0,0,0,0
3045,Lady and the Tramp,7.3,all,0,0,0,0
3046,Pinocchio,7.4,all,0,0,0,0
3047,Thor: The Dark World,6.9,13+,0,1,0,0
3048,Star Wars: The Last Jedi,7,13+,0,1,0,0
3049,Lilo & Stitch,7.2,7+,1,0,0,0
3050,Star Wars: The Rise of Skywalker,6.7,13+,0,1,0,0
3051,Pirates of the Caribbean: Dead Man's Chest,7.3,13+,0,1,0,0
3052,Bambi,7.3,all,0,0,0,0
3053,Captain Marvel,6.9,13+,0,1,0,0
3054,Alice in Wonderland,7.4,all,0,0,0,0
3055,Peter Pan,7.3,all,0,0,0,0
3056,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,7+,1,0,0,0
3057,Miracle on 34th Street,7.9,all,0,0,0,0
3058,Pirates of the Caribbean: At World's End,7.1,13+,0,1,0,0
3059,The Many Adventures of Winnie the Pooh,7.6,all,0,0,0,0
3060,Star Wars: Episode II - Attack of the Clones,6.5,7+,1,0,0,0
3061,The Muppet Movie,7.6,all,0,0,0,0
3062,Mickey's Christmas Carol,8,all,0,0,0,0
3063,Star Wars: Episode I - The Phantom Menace,6.5,7+,1,0,0,0
3064,Cool Runnings,7,7+,1,0,0,0
3065,The Parent Trap,6.5,7+,1,0,0,0
3066,The Muppet Christmas Carol,7.7,all,0,0,0,0
3067,Treasure Planet,7.2,7+,1,0,0,0
3068,The Fox and the Hound,7.3,all,0,0,0,0
3069,Holes,7,7+,1,0,0,0
3070,Pete's Dragon,6.7,7+,1,0,0,0
3071,The Good Dinosaur,6.7,7+,1,0,0,0
3072,Frankenweenie,6.9,7+,1,0,0,0
3073,Tron,6.8,7+,1,0,0,0
3074,Winnie the Pooh,7.2,all,0,0,0,0
3075,TRON: Legacy,6.8,7+,1,0,0,0
3076,The Sword in the Stone,7.2,all,0,0,0,0
3077,The Aristocats,7.1,all,0,0,0,0
3078,Cars 3,6.7,all,0,0,0,0
3079,Queen of Katwe,7.4,7+,1,0,0,0
3080,Homeward Bound: The Incredible Journey,6.9,all,0,0,0,0
3081,Maleficent: Mistress of Evil,6.6,7+,1,0,0,0
3082,Before the Flood,8.3,7+,1,0,0,0
3083,The Chronicles of Narnia: Prince Caspian,6.5,7+,1,0,0,0
3084,The Great Mouse Detective,7.2,all,0,0,0,0
3085,Flight of the Navigator,6.9,7+,1,0,0,0
3086,James and the Giant Peach,6.7,7+,1,0,0,0
3087,Willow,7.3,7+,1,0,0,0
3088,Meet the Robinsons,6.8,all,0,0,0,0
3089,Fantasia 2000,7.2,all,0,0,0,0
3090,Tinker Bell,6.8,all,0,0,0,0
3091,The Rescuers,6.9,all,0,0,0,0
3092,Eight Below,7.3,7+,1,0,0,0
3093,Invincible,7.1,7+,1,0,0,0
3094,Sister Act,6.4,7+,1,0,0,0
3095,John Carter,6.6,13+,0,1,0,0
3096,Freaky Friday,6.1,7+,1,0,0,0
3097,The Santa Clause,6.5,7+,1,0,0,0
3098,Descendants,6.4,all,0,0,0,0
3099,Old Yeller,7.3,all,0,0,0,0
3100,"Honey, I Shrunk the Kids",6.3,7+,1,0,0,0
3101,Phineas and Ferb the Movie: Across the 2nd Dimension,7.4,all,0,0,0,0
3102,Pirates of the Caribbean: On Stranger Tides,6.6,13+,0,1,0,0
3103,The BFG,6.4,7+,1,0,0,0
3104,The Princess Diaries,6.3,all,0,0,0,0
3105,National Treasure: Book of Secrets,6.5,7+,1,0,0,0
3106,The Finest Hours,6.8,13+,0,1,0,0
3107,DuckTales: The Movie - Treasure of the Lost Lamp,6.9,all,0,0,0,0
3108,A Goofy Movie,6.8,all,0,0,0,0
3109,The Greatest Game Ever Played,7.4,7+,1,0,0,0
3110,The Lion King 1Â½,6.5,all,0,0,0,0
3111,The Lion King II: Simba's Pride,6.5,all,0,0,0,0
3112,The Adventures of Ichabod and Mr. Toad,7,7+,1,0,0,0
3113,Tinker Bell and the Lost Treasure,6.7,all,0,0,0,0
3114,Bedknobs and Broomsticks,7.1,all,0,0,0,0
3115,Hocus Pocus,6.9,7+,1,0,0,0
3116,Secretariat,7.2,7+,1,0,0,0
3117,Darby O'Gill and the Little People,7.2,all,0,0,0,0
3118,Muppet Treasure Island,7,all,0,0,0,0
3119,The Rescuers Down Under,6.9,all,0,0,0,0
3120,The Rocketeer,6.5,7+,1,0,0,0
3121,High School Musical,5.4,all,0,0,0,0
3122,Atlantis: The Lost Empire,6.9,7+,1,0,0,0
3123,The Great Muppet Caper,7.2,all,0,0,0,0
3124,Teen Beach Movie,5.9,7+,1,0,0,0
3125,Journey to the Center of the Earth,7,all,0,0,0,0
3126,Pollyanna,7.4,all,0,0,0,0
3127,High School Musical 2,5,all,0,0,0,0
3128,Halloweentown,6.8,all,0,0,0,0
3129,Brother Bear,6.8,all,0,0,0,0
3130,Millions,6.9,13+,0,1,0,0
3131,Muppets Most Wanted,6.4,7+,1,0,0,0
3132,The Journey of Natty Gann,7.1,7+,1,0,0,0
3133,Secret of the Wings,7.1,all,0,0,0,0
3134,Cars 2,6.1,all,0,0,0,0
3135,Tinker Bell and the Great Fairy Rescue,6.9,all,0,0,0,0
3136,Descendants 2,6.5,all,0,0,0,0
3137,Adventures in Babysitting,6,all,0,0,0,0
3138,Dinosaur,6.5,7+,1,0,0,0
3139,Dumbo,6.3,7+,1,0,0,0
3140,The Color of Friendship,7.2,7+,1,0,0,0
3141,Oliver & Company,6.7,all,0,0,0,0
3142,Monkey Kingdom,7.3,all,0,0,0,0
3143,"Davy Crockett, King of the Wild Frontier",7,all,0,0,0,0
3144,The Three Caballeros,6.5,all,0,0,0,0
3145,That Darn Cat!,6.8,all,0,0,0,0
3146,African Cats,7.6,all,0,0,0,0
3147,Newsies,7,7+,1,0,0,0
3148,3 Men and a Baby,6,7+,1,0,0,0
3149,Tuck Everlasting,6.6,7+,1,0,0,0
3150,The Incredible Journey,7.1,all,0,0,0,0
3151,The Love Bug,6.5,all,0,0,0,0
3152,High School Musical 3: Senior Year,4.8,all,0,0,0,0
3153,Return to Oz,6.7,7+,1,0,0,0
3154,Blackbeard's Ghost,6.9,all,0,0,0,0
3155,Chimpanzee,7.2,all,0,0,0,0
3156,The Absent-Minded Professor,6.8,all,0,0,0,0
3157,Camp Rock,5.2,all,0,0,0,0
3158,Penguins,7,all,0,0,0,0
3159,Pooh's Heffalump Movie,6.4,all,0,0,0,0
3160,Turner & Hooch,6.2,7+,1,0,0,0
3161,Princess Protection Program,5.6,all,0,0,0,0
3162,Science Fair,7.4,7+,1,0,0,0
3163,Diary of a Wimpy Kid,6.2,7+,1,0,0,0
3164,The Odd Life of Timothy Green,6.6,7+,1,0,0,0
3165,Splash,6.2,7+,1,0,0,0
3166,The Princess Diaries 2: Royal Engagement,5.8,all,0,0,0,0
3167,The Black Cauldron,6.4,7+,1,0,0,0
3168,The Game Plan,6.1,7+,1,0,0,0
3169,Cinderella III: A Twist in Time,5.9,all,0,0,0,0
3170,Waking Sleeping Beauty,7.6,7+,1,0,0,0
3171,The Tigger Movie,6.3,all,0,0,0,0
3172,Escape to Witch Mountain,6.4,all,0,0,0,0
3173,Timmy Failure: Mistakes Were Made,6.1,7+,1,0,0,0
3174,101 Dalmatians,5.7,all,0,0,0,0
3175,The Last Song,6,7+,1,0,0,0
3176,George of the Jungle,5.5,7+,1,0,0,0
3177,Frank and Ollie,7.8,7+,1,0,0,0
3178,The Santa Clause 2,5.6,all,0,0,0,0
3179,Heavyweights,6.6,7+,1,0,0,0
3180,Ice Princess,6,all,0,0,0,0
3181,Bedtime Stories,6,7+,1,0,0,0
3182,Cheaper by the Dozen,5.9,7+,1,0,0,0
3183,An Extremely Goofy Movie,6.4,all,0,0,0,0
3184,Twitches,5.7,7+,1,0,0,0
3185,Iron Will,6.6,7+,1,0,0,0
3186,Aladdin and the King of Thieves,6.4,all,0,0,0,0
3187,Piglet's Big Movie,6.1,all,0,0,0,0
3188,Because of Winn-Dixie,6.3,7+,1,0,0,0
3189,Fun and Fancy Free,6.6,all,0,0,0,0
3190,Mickey's Once Upon a Christmas,7.2,all,0,0,0,0
3191,Deep Blue,7.4,all,0,0,0,0
3192,Red Tails,5.9,13+,0,1,0,0
3193,Lilo & Stitch 2: Stitch Has a Glitch,6.3,7+,1,0,0,0
3194,Ruby Bridges,7.2,7+,1,0,0,0
3195,Doctor Dolittle,5.4,13+,0,1,0,0
3196,Brother Bear 2,6.2,7+,1,0,0,0
3197,Camp Rock 2: The Final Jam,5.2,7+,1,0,0,0
3198,Recess: School's Out,6.6,all,0,0,0,0
3199,The Adventures of Huck Finn,6.2,7+,1,0,0,0
3200,The Crimson Wing: Mystery of the Flamingos,7.3,all,0,0,0,0
3201,Big Business,6.4,7+,1,0,0,0
3202,Bambi II,6.1,all,0,0,0,0
3203,The Cheetah Girls,4.8,all,0,0,0,0
3204,Hannah Montana: The Movie,4.5,all,0,0,0,0
3205,Herbie Rides Again,5.7,all,0,0,0,0
3206,Descendants 3,6.7,all,0,0,0,0
3207,Olaf's Frozen Adventure,5.5,all,0,0,0,0
3208,The Apple Dumpling Gang,6.5,all,0,0,0,0
3209,101 Dalmatians II: Patch's London Adventure,5.8,all,0,0,0,0
3210,Mighty Joe Young,5.6,7+,1,0,0,0
3211,Thumbelina,6.3,all,0,0,0,0
3212,The Lizzie McGuire Movie,5.5,7+,1,0,0,0
3213,The Cat from Outer Space,6.1,all,0,0,0,0
3214,Rookie of the Year,6,7+,1,0,0,0
3215,Sister Act 2: Back in the Habit,5.6,7+,1,0,0,0
3216,Homeward Bound II: Lost in San Francisco,5.9,all,0,0,0,0
3217,Jump In!,5.3,all,0,0,0,0
3218,Roving Mars,7.2,7+,1,0,0,0
3219,The Black Hole,6,7+,1,0,0,0
3220,Lady and the Tramp II: Scamp's Adventure,5.9,all,0,0,0,0
3221,Around the World in 80 Days,5.9,7+,1,0,0,0
3222,Flubber,5.3,7+,1,0,0,0
3223,The Return of Jafar,5.9,all,0,0,0,0
3224,Aliens of the Deep,6.4,all,0,0,0,0
3225,"Mickey, Donald, Goofy: The Three Musketeers",6.4,all,0,0,0,0
3226,The Little Mermaid: Ariel's Beginning,6.3,7+,1,0,0,0
3227,The Cheetah Girls 2: When in Spain,5,all,0,0,0,0
3228,Pooh's Grand Adventure: The Search for Christopher Robin,7.1,all,0,0,0,0
3229,Jack,5.8,13+,0,1,0,0
3230,Return to Never Land,5.8,all,0,0,0,0
